File Name,Duration (ss),Fundamental Frequency (Hz),Mean Pitch (Hz),Pitch Sigma (Hz),Minimum Pitch (Hz),Maximum Pitch (Hz),No. of Pulses,No. of periods,Mean Period (ss),Standard Deviation of Period (ss),Fraction of Locally unvoiced frames (%),No. of voice breaks,Degree of voice breaks,Mean auto - correlation,Mean noise-to-harmonics ratio,Mean harmonics-to-noice ratio (dB),Peak Amplitude Channel 1  (dB),Peak Amplitude Channel 2  (dB),Bit Rate (kbs),Sample Rate (Hz),Resolution (bits),No of Samples,Size on memory  (kB),Size on disk (MB),Channels,Source
speaker9_04,64,226.237855,226.238,37.488,74.788,393.108,9430,9249,4.43E-03,7.81E-04,31.78%,111,35.09%,0.891826,0.153324,12.618,-0.79,-0.86,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_05,64,224.985175,224.985,40.36,71.054,538.477,9811,9629,4.46E-03,8.15E-04,28.92%,101,31.83%,0.896381,0.148224,13.167,-0.87,-0.65,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_06,64,232.346475,232.346,46.677,70.005,594.761,10045,9876,4.32E-03,8.83E-04,29.58%,99,32.43%,0.896413,0.149511,13.222,-1.08,-0.98,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_07,64,232.988064,232.988,43.603,71.832,385.497,10416,10246,4.30E-03,8.31E-04,27.33%,92,30.02%,0.90547,0.135046,13.75,-0.86,-0.91,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_08,64,227.384987,227.385,38.993,76.427,369.062,10015,9812,4.41E-03,8.01E-04,27.26%,115,30.84%,0.891777,0.157535,12.828,-0.41,-0.53,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_09,64,233.123553,233.124,41.462,74.395,379.719,9780,9600,4.31E-03,8.32E-04,31.03%,88,34.20%,0.890647,0.160537,13.083,-2.11,-1.79,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_10,64,231.233394,231.233,38.723,77.828,376.844,9848,9672,4.34E-03,7.41E-04,30.51%,84,33.23%,0.901504,0.143929,13.788,-1.21,-1.25,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_11,64,233.244921,233.245,40.566,73.592,565.602,10539,10359,4.30E-03,7.59E-04,25.65%,97,29.20%,0.892522,0.157133,13.028,-0.71,-1,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_12,64,232.609259,232.609,43.669,74.628,615.854,10019,9855,4.31E-03,8.15E-04,28.72%,105,32.56%,0.896948,0.146214,13.075,-0.47,-0.52,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_13,64,237.09811,237.098,44.132,75.125,388.864,10344,10146,4.23E-03,8.16E-04,27.62%,100,31.61%,0.891673,0.159054,13.123,-0.95,-1.1,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_14,64,229.292322,229.292,39.615,75.197,497.406,9664,9514,4.37E-03,7.81E-04,30.83%,81,32.90%,0.899169,0.146808,13.547,-1.19,-0.83,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_15,64,237.439665,237.44,42.147,73.841,374.034,10129,9921,4.22E-03,8.00E-04,29.55%,110,32.66%,0.888156,0.163369,12.788,-0.43,-0.5,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_16,64,237.134244,237.134,42.556,73.126,403.701,9902,9726,4.22E-03,8.07E-04,31.48%,85,34.31%,0.897572,0.149059,13.796,-0.57,-0.8,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_17,64,230.494516,230.495,39.069,74.833,364.633,9965,9771,4.35E-03,7.75E-04,28.65%,121,32.60%,0.892246,0.15581,12.847,-0.57,-0.59,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_18,64,232.82217,232.822,42.742,71.34,440.177,9909,9727,4.30E-03,8.39E-04,29.26%,108,33.58%,0.896598,0.149837,13.35,-0.6,-0.45,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_19,64,228.357079,228.357,41.205,72.243,589.951,10146,9900,4.39E-03,8.37E-04,24.98%,133,30.45%,0.888523,0.160779,12.824,-0.24,-0.45,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_20,64,228.968889,228.969,45.989,70.088,466.804,10074,9834,4.38E-03,9.10E-04,25.97%,132,31.00%,0.88697,0.16728,12.701,-0.43,-0.47,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_21,64,238.267643,238.268,49.066,76.718,427.459,10006,9801,4.21E-03,9.07E-04,30.86%,98,34.27%,0.889615,0.161745,12.902,-1.05,-1.09,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_22,64,232.370331,232.37,43.326,77.838,552.99,9343,9170,4.31E-03,8.56E-04,33.11%,89,37.16%,0.893506,0.159446,13.835,-1.21,-1.21,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_23,64,233.724969,233.725,44.238,75.047,591.321,10056,9851,4.30E-03,8.40E-04,28.01%,113,31.76%,0.894216,0.151435,13.073,-1,-0.83,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_24,64,234.263782,234.264,41.922,72.318,534.188,10230,10062,4.28E-03,8.00E-04,27.47%,101,30.53%,0.89822,0.149107,13.375,-1.37,-1.5,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_25,64,237.879769,237.88,42.61,69.395,393.486,10391,10231,4.22E-03,8.08E-04,28.04%,80,30.73%,0.90158,0.143687,13.772,-1.76,-1.77,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_26,64,237.126462,237.126,41.93,73.273,591.977,10546,10370,4.23E-03,7.53E-04,26.65%,90,30.26%,0.899213,0.146458,13.564,-1.88,-1.91,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_27,64,234.843232,234.843,40.81,79.02,571.038,10878,10692,4.28E-03,7.34E-04,23.62%,97,27.42%,0.903688,0.140242,13.827,-1.33,-1.34,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_28,64,234.503188,234.503,43.977,75.083,556.724,9816,9650,4.28E-03,8.21E-04,30.19%,92,34.01%,0.898054,0.14761,13.098,-0.87,-1.08,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_29,64,237.611693,237.612,42.559,73.632,385.377,10574,10399,4.22E-03,7.91E-04,26.73%,97,29.23%,0.902474,0.138514,13.524,-0.85,-0.7,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_30,64,239.866507,239.867,42.369,73.578,522.586,9841,9673,4.18E-03,7.74E-04,32.50%,99,33.05%,0.894135,0.154012,13.174,-0.82,-1.01,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_31,64,240.055069,240.055,47.656,75.609,569.366,10157,9965,4.18E-03,8.41E-04,29.95%,115,34.03%,0.896528,0.148174,12.824,-0.14,-0.1,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_32,64,239.860603,239.861,49.564,71.412,417.983,9326,9124,4.18E-03,9.46E-04,35.53%,117,39.32%,0.877133,0.183535,12.021,-0.42,-0.65,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_33,64,239.383604,239.384,50.301,70.126,550.546,10026,9809,4.19E-03,9.22E-04,30.87%,127,34.64%,0.887803,0.164659,12.638,-0.6,-0.59,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_34,64,243.571621,243.572,50.144,75.751,399.918,9827,9624,4.12E-03,8.71E-04,32.17%,120,36.59%,0.884806,0.168806,12.472,-0.97,-0.94,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_35,64,241.491635,241.492,51.221,68.63,426.467,10221,10029,4.15E-03,9.40E-04,30.41%,108,33.95%,0.900471,0.141085,13.252,-1.19,-1.19,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_36,64,253.178715,253.179,54.248,68.245,426.272,10306,10060,3.96E-03,9.15E-04,31.98%,124,36.22%,0.880119,0.17492,12.117,-0.4,-0.46,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_37,64,244.85849,244.858,49.888,74.944,572.945,10442,10240,4.09E-03,8.24E-04,29.26%,108,33.40%,0.896436,0.152711,13.245,-0.64,-0.66,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_38,64,244.593688,244.594,50.735,71.669,581.436,11199,11007,4.09E-03,8.94E-04,24.45%,114,28.32%,0.900315,0.143451,13.299,-0.28,-0.28,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_39,64,248.471241,248.471,50.27,76.113,415.009,10870,10664,4.03E-03,8.63E-04,27.70%,122,31.37%,0.886628,0.165482,12.453,-1.04,-1,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_40,64,243.559091,243.559,45.802,77.326,583.742,10792,10558,4.12E-03,8.19E-04,26.26%,123,30.52%,0.879906,0.17887,12.144,-0.43,-0.58,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_41,64,251.136565,251.137,52.744,79.103,478.551,10860,10617,3.99E-03,8.92E-04,27.19%,135,32.43%,0.889385,0.161025,12.712,-0.65,-0.51,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_42,64,247.011339,247.011,52.303,75.249,576.638,10538,10323,4.06E-03,9.07E-04,28.56%,113,33.10%,0.88199,0.174471,12.432,-0.9,-0.93,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_43,64,245.604841,245.605,49.454,73.691,583.988,10396,10181,4.08E-03,8.51E-04,29.14%,123,33.96%,0.888402,0.164517,12.714,-1.01,-0.85,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_44,64,249.931438,249.931,53.049,75.148,539.568,10888,10710,4.01E-03,9.50E-04,28.26%,106,32.03%,0.897351,0.14798,13.352,-1.57,-1.59,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_45,64,246.74399,246.744,46.998,76.079,586.411,11394,11197,4.07E-03,8.37E-04,24.09%,108,27.72%,0.889749,0.163766,13.089,-1.84,-1.79,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_46,64,249.014867,249.015,52.9,71.74,585.61,10385,10200,4.02E-03,9.54E-04,31.77%,99,34.80%,0.894789,0.152971,13.332,-0.74,-0.76,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_47,64,243.013988,243.014,50.631,75.5,397.358,10963,10749,4.13E-03,9.13E-04,25.57%,106,29.47%,0.896371,0.151932,13.37,-1.5,-1.28,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_48,64,248.175144,248.175,49.565,71.543,413.71,10482,10259,4.04E-03,8.27E-04,29.87%,112,33.95%,0.897481,0.149759,13.578,-0.82,-1.24,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_49,64,246.469769,246.47,48.963,73.267,466.861,10286,10115,4.08E-03,8.14E-04,30.83%,99,34.49%,0.896813,0.148631,13.222,-0.9,-1.09,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_50,64,241.338476,241.338,49.513,74.893,540.357,10224,10012,4.16E-03,9.02E-04,29.00%,126,33.89%,0.893892,0.155664,13.034,-0.14,-0.15,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_51,64,248.274576,248.275,49.84,76.073,593.939,10986,10812,4.04E-03,8.13E-04,26.84%,93,30.47%,0.902443,0.140424,13.539,-1.45,-1.04,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_52,64,247.901145,247.901,46.336,73.441,562.223,11005,10810,4.05E-03,7.69E-04,26.61%,114,30.26%,0.904863,0.135328,13.801,-1.33,-1.28,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_53,64,240.124646,240.125,52.552,75.435,491.234,10271,10088,4.18E-03,1.04E-03,28.26%,92,32.95%,0.889705,0.162731,12.793,-2.12,-2,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_54,64,244.383113,244.383,45.037,77.64,585.598,10528,10360,4.10E-03,7.48E-04,28.22%,97,32.70%,0.902845,0.135828,13.282,-0.63,-0.66,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_55,64,244.614297,244.614,47.844,73.489,550.326,10449,10281,4.10E-03,8.73E-04,30.12%,91,33.17%,0.892992,0.158148,13.093,-1.25,-1.49,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_56,64,247.029084,247.029,48.373,77.613,426.031,10797,10623,4.06E-03,8.33E-04,27.87%,102,31.46%,0.90029,0.142138,13.376,-0.61,-0.58,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_57,64,244.97528,244.975,50.509,73.056,598.548,11259,11081,4.09E-03,8.74E-04,24.67%,91,27.40%,0.906632,0.131471,13.747,-1.34,-1.26,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_58,64,243.91896,243.919,48.597,72.794,580.959,10831,10649,4.11E-03,8.33E-04,26.08%,97,29.63%,0.900559,0.142421,13.505,-1.12,-1.21,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_59,64,245.580861,245.581,49.799,78.044,521.351,10734,10522,4.08E-03,8.50E-04,27.59%,108,31.06%,0.89528,0.150006,13.002,-0.47,-0.53,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_60,64,240.641962,240.642,46.566,84.548,500.722,10926,10730,4.17E-03,8.21E-04,24.95%,105,28.54%,0.892059,0.155851,12.789,-0.99,-0.84,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_61,64,251.899891,251.9,53.838,74.501,431.708,10137,9927,3.98E-03,8.59E-04,33.23%,120,36.96%,0.879647,0.17577,12.03,-1.08,-0.92,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_62,64,246.245423,246.245,50.672,73.712,422.932,11286,11100,4.07E-03,8.34E-04,24.31%,99,28.32%,0.899687,0.14293,13.192,-1.57,-1.66,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_63,64,238.809402,238.809,48.089,72.718,396.473,10037,9870,4.19E-03,8.79E-04,30.58%,102,34.38%,0.898959,0.143774,13.05,-1.32,-1.23,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_64,64,236.378904,236.379,43.211,88.71,403.165,10867,10708,4.24E-03,7.60E-04,24.92%,89,27.91%,0.897848,0.145693,12.947,-0.86,-0.56,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_65,64,239.144591,239.145,45.239,78.188,530.58,9277,9113,4.19E-03,7.76E-04,36.74%,114,37.86%,0.907492,0.12826,13.486,-0.99,-0.84,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_66,64,232.376637,232.377,42.297,73.163,517.215,8819,8652,4.32E-03,7.81E-04,38.94%,104,38.55%,0.907383,0.126858,13.183,-5.06,-5.27,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_67,64,231.154541,231.155,44.163,59.585,581.012,9225,9049,4.34E-03,8.17E-04,35.75%,114,37.30%,0.905238,0.131357,13.274,-5.28,-5.27,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_68,64,230.316662,230.317,43.98,75.216,599.857,8309,8161,4.36E-03,8.10E-04,41.18%,110,43.90%,0.90351,0.132117,12.866,-4.65,-4.84,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_69,64,237.404315,237.404,43.514,81.146,529.756,8445,8285,4.22E-03,7.83E-04,41.60%,121,44.75%,0.897544,0.140528,12.5,-1.9,-1.81,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_70,64,240.954049,240.954,44.928,76.861,548.323,8907,8746,4.16E-03,7.92E-04,40.21%,118,42.53%,0.915584,0.114106,13.729,-2.59,-2.71,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_71,64,237.928167,237.928,38.648,76.721,490.788,9303,9147,4.22E-03,6.88E-04,37.02%,107,39.14%,0.917909,0.111738,13.956,-4.66,-4.6,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_72,64,233.483588,233.484,41.754,67.5,485.802,9671,9493,4.29E-03,7.51E-04,33.02%,113,35.44%,0.91077,0.123457,13.587,-6.76,-6.83,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_73,64,233.740041,233.74,40.666,82.624,479.283,9745,9603,4.29E-03,7.47E-04,32.88%,111,35.11%,0.909271,0.127449,13.728,-4.35,-4.47,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_74,64,236.718592,236.719,41.281,77.174,383.911,9026,8858,4.24E-03,7.48E-04,38.22%,125,40.81%,0.904208,0.133278,13.096,-2.86,-2.79,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_75,64,232.5408,232.541,41.506,76.767,381.711,9489,9350,4.31E-03,7.70E-04,34.45%,107,36.64%,0.917958,0.110434,13.905,-4.61,-4.69,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_76,64,237.351896,237.352,49.829,74.091,574,9388,9238,4.22E-03,8.63E-04,36.00%,108,38.52%,0.910013,0.124253,13.549,-5.5,-5.49,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_77,64,229.041902,229.042,44.888,72.307,516.95,9311,9149,4.38E-03,8.56E-04,34.16%,116,36.67%,0.909287,0.123814,13.206,-4.55,-4.61,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_78,64,228.227678,228.228,46.266,71.315,540.236,8681,8510,4.40E-03,9.15E-04,37.92%,115,40.82%,0.90442,0.131809,13.063,-3.88,-3.83,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_79,64,225.98571,225.986,49.977,71.519,551.67,8728,8563,4.45E-03,9.64E-04,37.06%,121,39.98%,0.904281,0.130452,12.875,-3.82,-3.86,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_80,64,236.721677,236.722,47.456,76.611,490.021,8999,8829,4.25E-03,8.48E-04,38.10%,120,40.81%,0.905608,0.130875,13.273,-4.39,-4.25,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_81,64,230.677351,230.677,42.949,77.853,590.311,9065,8892,4.35E-03,8.19E-04,35.97%,130,38.68%,0.908042,0.125725,13.197,-5.21,-5.07,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_82,64,225.607492,225.607,40.256,76.947,470.471,8467,8306,4.44E-03,7.93E-04,39.02%,121,40.93%,0.898833,0.142519,12.687,-3.58,-3.66,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_83,64,227.144687,227.145,42.136,76.511,594.149,8829,8696,4.41E-03,8.51E-04,36.81%,108,39.57%,0.917875,0.111169,13.913,-3.83,-3.97,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_84,27.27,233.041356,233.041,42.612,68.763,347.58,3310,3249,4.31E-03,8.47E-04,45.87%,44,37.51%,0.912058,0.122512,13.935,-6.33,-6.11,1411.2,44100,16,1202445,181.91,4.59,stereo,The Monk Who Sold His Farrai
